1.10
lambda flux err
2776.154 2.79148 0.653761
2776.544 3.83132 0.681634
2776.935 3.56763 0.675818
2777.325 3.12836 0.664073
2777.715 2.54968 0.651947
2778.105 3.15649 0.667924
2778.496 3.53515 0.677043
2778.886 3.23708 0.66889
2779.276 2.95416 0.663152
2779.666 4.13071 0.693858
2780.057 3.24952 0.670577
2780.447 2.47781 0.64913
2780.837 2.35318 0.646605
2781.228 2.66915 0.659985
2781.618 3.30568 0.675352
2782.008 2.97528 0.667351
2782.398 2.98533 0.668777
2782.789 2.61245 0.653718
2783.179 2.54953 0.653866
2783.569 3.07714 0.673296
2783.959 3.14231 0.671128
2784.35 2.66393 0.659187
2784.74 2.94176 0.671009
2785.13 2.53287 0.657541
2785.52 2.75492 0.666278
2785.911 2.73564 0.667571
2786.301 3.7906 0.689808
2786.691 4.04816 0.700057
2787.081 3.15743 0.675642
2787.472 2.44422 0.656702
2787.862 2.47488 0.662519
2788.252 2.874 0.671703
2788.642 3.06197 0.675181
2789.033 3.10393 0.674581
2789.423 2.35364 0.655428
2789.813 3.0693 0.676626
2790.203 2.92337 0.673333
2790.594 2.48799 0.660144
2790.984 2.20463 0.652635
2791.374 2.07384 0.647115
2791.764 2.04685 0.647268
2792.155 2.00842 0.648935
2792.545 1.13325 0.623661
2792.935 1.72981 0.64011
2793.326 2.51821 0.666064
2793.716 2.55318 0.66627
2794.106 2.67268 0.666592
2794.496 2.87966 0.672806
2794.887 3.13899 0.681242
2795.277 2.0698 0.647764
2795.667 0.206092 0.592351
2796.057 0.0399457 0.588878
2796.448 1.02286 0.622603
2796.838 1.5422 0.635169
2797.228 1.3823 0.629597
2797.618 1.78848 0.646298
2798.009 2.08415 0.652582
2798.399 1.61524 0.642621
2798.789 1.57612 0.641275
2799.179 1.31004 0.631975
2799.57 2.48251 0.663971
2799.96 2.02667 0.651126
2800.35 2.18782 0.655449
2800.74 2.49214 0.66697
2801.131 2.59508 0.670932
2801.521 2.74192 0.673316
2801.911 1.89176 0.652338
2802.302 1.95863 0.654562
2802.692 1.17856 0.631589
2803.082 1.57373 0.64417
2803.472 2.25683 0.664413
2803.863 1.84707 0.651085
2804.253 2.73533 0.680356
2804.643 3.08738 0.689161
2805.033 2.72358 0.674964
2805.424 2.07571 0.661677
2805.814 2.67351 0.682189
2806.204 2.9145 0.688124
2806.594 2.28246 0.669827
2806.985 3.12541 0.692932
2807.375 3.44186 0.704297
2807.765 3.32657 0.700147
2808.156 2.85968 0.690925
2808.546 3.0331 0.695714
2808.936 2.43879 0.674223
2809.326 2.9965 0.690318
2809.717 2.38243 0.676998
2810.107 2.51055 0.680864
2810.497 3.26525 0.700076
2810.887 3.99981 0.723642
2811.278 3.12876 0.698639
2811.668 3.20379 0.699479
2812.058 3.07161 0.699725
2812.448 3.89984 0.722559
2812.839 4.06391 0.724994
2813.229 4.01277 0.725384
2813.619 3.91629 0.721162
2814.01 2.50181 0.679845
2814.4 2.10276 0.669899
2814.79 2.94121 0.692587
2815.18 3.14517 0.69825
2815.571 3.82825 0.716295
2815.961 3.5376 0.704643
2816.351 2.89446 0.685725
2816.741 3.47769 0.701493
2817.132 3.7463 0.709737
2817.522 2.751 0.679759
2817.912 2.8056 0.679953
2818.302 3.31229 0.698545
2818.693 3.94521 0.710448
2819.083 3.92469 0.707168
2819.473 3.49667 0.695302
2819.864 3.05974 0.682538
2820.254 4.04793 0.706468
2820.644 4.20717 0.71442
2821.034 3.75179 0.727364
2821.425 4.40235 0.758656
2821.815 4.42944 0.761077
2822.205 3.2204 0.721232
2822.595 3.51624 0.731931
2822.986 4.00729 0.767348
2823.376 4.46494 0.821249
2823.766 3.45524 0.793447
2824.156 3.20919 0.795418
2824.547 3.57476 0.822796
2824.937 3.74439 0.869903
2825.327 3.13939 0.848406
2825.717 2.37616 0.815961
2826.108 2.50319 0.819152
2826.498 2.5668 0.822573
2826.888 2.53652 0.82879
2827.278 3.07954 0.85071
2827.669 3.84537 0.872239
2828.059 3.69317 0.862877
2828.449 3.28086 0.856069
2828.84 3.54464 0.86764
2829.23 4.09365 0.885114
2829.62 3.14706 0.852504
2830.01 2.52196 0.833339
2830.401 3.61377 0.870034
2830.791 3.70456 0.876527
2831.181 2.9531 0.850082
2831.571 2.6747 0.83369
2831.962 3.00666 0.849716
2832.352 2.38148 0.833388
2832.742 3.20581 0.851064
2833.132 3.74111 0.866125
2833.523 3.34938 0.857319
2833.913 4.55435 0.891883
2834.303 3.37773 0.852241
2834.693 4.13634 0.876927
2835.084 4.66477 0.886901
2835.474 3.22417 0.835632
2835.864 4.03817 0.866815
2836.254 3.66753 0.846655
2836.645 3.68358 0.842562
2837.035 4.58944 0.868928
2837.425 3.9149 0.845462
2837.815 5.16001 0.883455
2838.206 5.29377 0.886135
2838.596 5.3006 0.881837
2838.986 3.9271 0.829526
2839.376 3.77544 0.81865
2839.767 5.22624 0.863301
2840.157 7.25329 0.933776
2840.547 5.69177 0.896775
2840.938 4.72175 0.908443
2841.328 6.20019 0.966066
2841.718 8.14187 1.06122
2842.108 6.50162 1.12622
2842.499 4.56366 1.11443
2842.889 4.33905 1.11231
2843.279 4.55466 1.11168
2843.669 5.05885 1.11999
2844.06 6.06608 1.15993
2844.45 3.96287 1.07403
2844.84 4.92793 1.11936
2845.23 5.53683 1.15858
2845.621 3.12644 0.89209
2846.011 3.68788 1.00287
2846.401 1.61292 1.01797
2846.792 1.23407 0.994535
2847.182 2.11584 1.03158
2847.572 2.98073 1.09187
2847.962 2.89964 1.08542
2848.353 1.75141 1.03287
2848.743 1.61262 1.03201
2849.133 1.72873 1.03522
2849.523 3.40665 1.11976
2849.914 1.86656 1.05063
2850.304 4.01645 1.16444
2850.694 2.49762 1.07873
2851.084 1.61657 1.03982
2851.475 1.55551 1.03235
2851.865 2.24741 1.06556
2852.255 1.2312 1.0079
2852.646 2.65161 1.0766
2853.036 2.36554 1.05028
2853.426 1.90802 1.04681
2853.816 1.49942 1.01392
2854.207 2.62691 1.07028
2854.597 1.29088 0.988496
2854.987 2.35948 1.03995
2855.377 2.33249 1.03242
2855.768 2.20232 1.03168
2856.158 2.14105 1.01846
2856.548 3.46909 1.08355
2856.938 3.68743 1.09305
2857.329 2.55549 1.03127
2857.719 3.60171 1.07062
2858.109 3.23257 1.0526
2858.5 2.4448 1.00756
2858.89 3.45109 1.06332
2859.28 3.20778 1.03412
2859.67 2.86261 1.0216
2860.061 4.51068 1.10026
2860.451 3.91354 1.06453
2860.841 3.84439 1.06665
2861.231 1.64129 0.969782
2861.622 2.71468 1.17801
2862.012 3.79901 1.6945
2862.402 3.93309 2.08605
2862.792 -0.873529 1.57315
2863.183 -0.606391 1.61417
2863.573 0.149026 1.71413
2863.963 5.05135 2.14122
2864.353 1.26817 1.81508
2864.744 1.01437 1.78132
2865.134 2.39088 1.94115
2865.524 0.90192 1.78227
2865.915 1.66055 1.85662
2866.305 0.146144 1.69939
2866.695 1.24212 1.80027
2867.085 2.03966 1.85722
2867.476 -0.0731338 1.69856
2867.866 2.02327 1.9218
2868.256 1.98403 1.90059
2868.646 0.968679 1.79634
2869.037 -0.778178 1.58187
2869.427 1.97551 1.88777
2869.817 4.29281 2.106
2870.207 4.93588 2.18268
2870.598 2.90948 1.97234
2870.988 2.03662 1.88282
2871.378 1.81115 1.87696
2871.768 0.282711 1.66687
2872.159 2.17319 1.82144
2872.549 3.35797 1.97541
2872.939 0.53805 1.69134
2873.329 0.345565 1.67293
2873.72 1.12377 1.70355
2874.11 0.327915 1.61637
2874.5 4.04076 1.95168
2874.89 2.64912 1.84843
2875.281 6.3188 2.17032
2875.671 3.43871 1.87375
2876.061 6.63023 2.16451
2876.451 3.44029 1.8587
2876.842 3.87503 1.87646
2877.232 2.75634 1.75676
2877.622 5.20273 1.98861
2878.013 5.91596 2.04346
2878.403 1.57333 1.53709
2878.793 3.35939 1.74607
2879.183 10.9478 2.4118
2879.574 9.28157 2.25921
2879.964 3.49944 1.73484
2880.354 8.08422 2.2203
2880.744 7.4236 2.38546
2881.135 7.32689 2.39578
2881.525 0 0
2881.915 0 0
2882.305 0 0
2882.696 0 0
2883.086 0 0
2883.476 0 0
2883.866 0 0
2884.257 0 0
2884.647 0 0
2885.037 0 0
2885.427 0 0
2885.818 0 0
2886.208 0 0
2886.598 0 0
2886.989 0 0
2887.379 0 0
2887.769 0 0
2888.159 0 0
2888.55 0 0
2888.94 0 0
2889.33 0 0
2889.72 0 0
2890.111 0 0
2890.501 0 0
2890.891 0 0
2891.281 0 0
2891.672 0 0
2892.062 0 0
2892.452 0 0
2892.843 0 0
2893.233 0 0
2893.623 0 0
2894.013 0 0
2894.404 0 0
2894.794 0 0
2895.184 0 0
2895.574 0 0
2895.965 0 0
2896.355 0 0
2896.745 0 0
2897.135 0 0
2897.526 0 0
2897.916 0 0
2898.306 0 0
2898.697 0 0
2899.087 0 0
2899.477 0 0
2899.867 0 0
2900.258 0 0
2900.648 0 0
2901.038 0 0
2901.428 0 0
2901.819 0 0
2902.209 0 0
2902.599 0 0
